Author 1,Author 2,# Joint Publications,# Joint Citations,First Year,Last Year,Identifier,Author 1 X,Author 1 Y,Author 2 X,Author 2 Y,Author 1 Latitude,Author 1 Longitude,Author 2 Latitude,Author 2 Longitude
Brechet Y,Neda Z,2,57,2000,2000,Brechet YNeda Z,111.36,-201.36,104.96,-219.14,,,,
Brechet Y,Ravasz E,2,57,2000,2000,Brechet YRavasz E,111.36,-201.36,235,-174.28,,,41.7002,-86.2379
Brechet Y,Vicsek T,2,57,2000,2000,Brechet YVicsek T,111.36,-201.36,-4.72,-215.17,,,41.7002,-86.2379
Albert I,Pfeifer M,1,32,2000,2000,Albert IPfeifer M,-82.93,-297.2,-92.15,-246.15,40.7997,-77.8623,,
Albert R,Pfeifer M,1,32,2000,2000,Albert RPfeifer M,-25.26,-272.86,-92.15,-246.15,41.7002,-86.2379,,
Barabasi Al,Pfeifer M,1,32,2000,2000,Barabasi AlPfeifer M,29.22,-94.74,-92.15,-246.15,41.7002,-86.2379,,
Kahng B,Pfeifer M,1,32,2000,2000,Kahng BPfeifer M,-144.21,-156.57,-92.15,-246.15,41.7002,-86.2379,,
Pfeifer M,Sample Jg,1,32,2000,2000,Pfeifer MSample Jg,-92.15,-246.15,-108.05,-265.22,,,41.7002,-86.2379
Pfeifer M,Schiffer P,1,32,2000,2000,Pfeifer MSchiffer P,-92.15,-246.15,-87.23,-278.51,,,,
Pfeifer M,Tegzes P,1,32,2000,2000,Pfeifer MTegzes P,-92.15,-246.15,-77.48,-256.17,,,41.7002,-86.2379
Pfeifer M,Vicsek T,1,32,2000,2000,Pfeifer MVicsek T,-92.15,-246.15,-4.72,-215.17,,,41.7002,-86.2379
Albert R,Paskvan M,1,29,1999,1999,Albert RPaskvan M,-25.26,-272.86,-46.93,-257.94,41.7002,-86.2379,,
Barabasi Al,Paskvan M,1,29,1999,1999,Barabasi AlPaskvan M,29.22,-94.74,-46.93,-257.94,41.7002,-86.2379,,
Paskvan M,Schiffer P,1,29,1999,1999,Paskvan MSchiffer P,-46.93,-257.94,-87.23,-278.51,,,,
Paskvan M,Tegzes P,1,29,1999,1999,Paskvan MTegzes P,-46.93,-257.94,-77.48,-256.17,,,41.7002,-86.2379
Paskvan M,Vicsek T,1,29,1999,1999,Paskvan MVicsek T,-46.93,-257.94,-4.72,-215.17,,,41.7002,-86.2379
Barabasi Al,Park S,1,85,1999,1999,Barabasi AlPark S,29.22,-94.74,-32.86,-169.05,41.7002,-86.2379,,
Jeong H,Park S,1,85,1999,1999,Jeong HPark S,62.46,-189.09,-32.86,-169.05,41.6919,-86.2647,,
Kahng B,Park S,1,85,1999,1999,Kahng BPark S,-144.21,-156.57,-32.86,-169.05,41.7002,-86.2379,,
Barabasi Al,Bishop Ar,1,18,1999,1999,Barabasi AlBishop Ar,29.22,-94.74,67.48,87.97,41.7002,-86.2379,,
Barabasi Al,Daruka I,7,392,1997,1999,Barabasi AlDaruka I,29.22,-94.74,42.89,70.91,41.7002,-86.2379,41.7002,-86.2379
Barabasi Al,Germann Tc,1,18,1999,1999,Barabasi AlGermann Tc,29.22,-94.74,59.56,99.38,41.7002,-86.2379,,
Barabasi Al,Lomdahl Ps,1,18,1999,1999,Barabasi AlLomdahl Ps,29.22,-94.74,72.79,102.07,41.7002,-86.2379,,
Barabasi Al,Zhou Sj,1,18,1999,1999,Barabasi AlZhou Sj,29.22,-94.74,80.13,90.57,41.7002,-86.2379,35.8639,-106.2953
Bishop Ar,Daruka I,1,18,1999,1999,Bishop ArDaruka I,67.48,87.97,42.89,70.91,,,41.7002,-86.2379
Bishop Ar,Germann Tc,1,18,1999,1999,Bishop ArGermann Tc,67.48,87.97,59.56,99.38,,,,
Bishop Ar,Lomdahl Ps,1,18,1999,1999,Bishop ArLomdahl Ps,67.48,87.97,72.79,102.07,,,,
Bishop Ar,Zhou Sj,1,18,1999,1999,Bishop ArZhou Sj,67.48,87.97,80.13,90.57,,,35.8639,-106.2953
Daruka I,Germann Tc,1,18,1999,1999,Daruka IGermann Tc,42.89,70.91,59.56,99.38,41.7002,-86.2379,,
Daruka I,Lomdahl Ps,1,18,1999,1999,Daruka ILomdahl Ps,42.89,70.91,72.79,102.07,41.7002,-86.2379,,
Daruka I,Zhou Sj,1,18,1999,1999,Daruka IZhou Sj,42.89,70.91,80.13,90.57,41.7002,-86.2379,35.8639,-106.2953
Germann Tc,Lomdahl Ps,1,18,1999,1999,Germann TcLomdahl Ps,59.56,99.38,72.79,102.07,,,,
Germann Tc,Zhou Sj,1,18,1999,1999,Germann TcZhou Sj,59.56,99.38,80.13,90.57,,,35.8639,-106.2953
Lomdahl Ps,Zhou Sj,1,18,1999,1999,Lomdahl PsZhou Sj,72.79,102.07,80.13,90.57,,,35.8639,-106.2953
Barabasi Al,Janko B,1,97,1999,1999,Barabasi AlJanko B,29.22,-94.74,45.26,-250.28,41.7002,-86.2379,41.7074,-87.9756
Derenyi I,Janko B,1,97,1999,1999,Derenyi IJanko B,91.88,-253.75,45.26,-250.28,41.7002,-86.2379,41.7074,-87.9756
Derenyi I,Lee Cs,1,97,1999,1999,Derenyi ILee Cs,91.88,-253.75,7.93,-236.92,41.7002,-86.2379,41.7002,-86.2379
Janko B,Lee Cs,1,97,1999,1999,Janko BLee Cs,45.26,-250.28,7.93,-236.92,41.7074,-87.9756,41.7002,-86.2379
Barabasi Al,Kim Cs,2,54,1998,1999,Barabasi AlKim Cs,29.22,-94.74,13.4,33.25,41.7002,-86.2379,,
Barabasi Al,Merz Jl,2,54,1998,1999,Barabasi AlMerz Jl,29.22,-94.74,24.38,32.81,41.7002,-86.2379,,
Daruka I,Furdyna Jk,2,54,1998,1999,Daruka IFurdyna Jk,42.89,70.91,-12.5,-31.37,41.7002,-86.2379,,
Daruka I,Kim Cs,2,54,1998,1999,Daruka IKim Cs,42.89,70.91,13.4,33.25,41.7002,-86.2379,,
Daruka I,Lee S,2,54,1998,1999,Daruka ILee S,42.89,70.91,-2.41,-21.87,41.7002,-86.2379,41.7002,-86.2379
Daruka I,Merz Jl,2,54,1998,1999,Daruka IMerz Jl,42.89,70.91,24.38,32.81,41.7002,-86.2379,,
Furdyna Jk,Kim Cs,2,54,1998,1999,Furdyna JkKim Cs,-12.5,-31.37,13.4,33.25,,,,
Furdyna Jk,Merz Jl,2,54,1998,1999,Furdyna JkMerz Jl,-12.5,-31.37,24.38,32.81,,,,
Kim Cs,Lee S,2,54,1998,1999,Kim CsLee S,13.4,33.25,-2.41,-21.87,,,41.7002,-86.2379
Kim Cs,Merz Jl,2,54,1998,1999,Kim CsMerz Jl,13.4,33.25,24.38,32.81,,,,
Lee S,Merz Jl,2,54,1998,1999,Lee SMerz Jl,-2.41,-21.87,24.38,32.81,41.7002,-86.2379,,
Barabasi Al,Tersoff J,1,95,1999,1999,Barabasi AlTersoff J,29.22,-94.74,53.79,37.13,41.7002,-86.2379,41.2999,-73.7924
Daruka I,Tersoff J,1,95,1999,1999,Daruka ITersoff J,42.89,70.91,53.79,37.13,41.7002,-86.2379,41.2999,-73.7924
Albert R,Pfeifer Ma,1,49,1999,1999,Albert RPfeifer Ma,-25.26,-272.86,-43.37,-244.05,41.7002,-86.2379,,
Barabasi Al,Pfeifer Ma,1,49,1999,1999,Barabasi AlPfeifer Ma,29.22,-94.74,-43.37,-244.05,41.7002,-86.2379,,
Pfeifer Ma,Schiffer P,1,49,1999,1999,Pfeifer MaSchiffer P,-43.37,-244.05,-87.23,-278.51,,,,
Barabasi Al,Czirok A,1,27,1999,1999,Barabasi AlCzirok A,29.22,-94.74,-4.08,-175.75,41.7002,-86.2379,,
Czirok A,Vicsek T,1,27,1999,1999,Czirok AVicsek T,-4.08,-175.75,-4.72,-215.17,,,41.7002,-86.2379
Barabasi Al,Lee C,2,79,1998,1998,Barabasi AlLee C,29.22,-94.74,70.26,-224.16,41.7002,-86.2379,41.7002,-86.2379
Albert R,Carle N,1,19,1998,1998,Albert RCarle N,-25.26,-272.86,6.26,-262.83,41.7002,-86.2379,,
Albert R,Dougherty A,1,19,1998,1998,Albert RDougherty A,-25.26,-272.86,10.67,-271.11,41.7002,-86.2379,,
Barabasi Al,Carle N,1,19,1998,1998,Barabasi AlCarle N,29.22,-94.74,6.26,-262.83,41.7002,-86.2379,,
Barabasi Al,Dougherty A,1,19,1998,1998,Barabasi AlDougherty A,29.22,-94.74,10.67,-271.11,41.7002,-86.2379,,
Carle N,Dougherty A,1,19,1998,1998,Carle NDougherty A,6.26,-262.83,10.67,-271.11,,,,
Barabasi Al,Frey U,1,8,1998,1998,Barabasi AlFrey U,29.22,-94.74,-15.7,40.44,41.7002,-86.2379,,
Barabasi Al,Silverman M,1,8,1998,1998,Barabasi AlSilverman M,29.22,-94.74,-17.08,31.27,41.7002,-86.2379,41.7002,-86.2379
Barabasi Al,Suki B,4,187,1994,1998,Barabasi AlSuki B,29.22,-94.74,-53.62,25.82,41.7002,-86.2379,42.3471,-71.1027
Frey U,Silverman M,1,8,1998,1998,Frey USilverman M,-15.7,40.44,-17.08,31.27,,,41.7002,-86.2379
Frey U,Suki B,1,8,1998,1998,Frey USuki B,-15.7,40.44,-53.62,25.82,,,42.3471,-71.1027
Silverman M,Suki B,1,8,1998,1998,Silverman MSuki B,-17.08,31.27,-53.62,25.82,41.7002,-86.2379,42.3471,-71.1027
Derenyi I,Lee C,1,55,1998,1998,Derenyi ILee C,91.88,-253.75,70.26,-224.16,41.7002,-86.2379,41.7002,-86.2379
Albert I,Hornbaker D,1,53,1997,1997,Albert IHornbaker D,-82.93,-297.2,-52.46,-283.84,40.7997,-77.8623,,
Albert R,Hornbaker D,1,53,1997,1997,Albert RHornbaker D,-25.26,-272.86,-52.46,-283.84,41.7002,-86.2379,,
Barabasi Al,Hornbaker D,1,53,1997,1997,Barabasi AlHornbaker D,29.22,-94.74,-52.46,-283.84,41.7002,-86.2379,,
Hornbaker D,Schiffer P,1,53,1997,1997,Hornbaker DSchiffer P,-52.46,-283.84,-87.23,-278.51,,,,
Albert I,Hornbaker Dj,1,85,1997,1997,Albert IHornbaker Dj,-82.93,-297.2,-46.56,-295.57,40.7997,-77.8623,,
Albert R,Hornbaker Dj,1,85,1997,1997,Albert RHornbaker Dj,-25.26,-272.86,-46.56,-295.57,41.7002,-86.2379,,
Barabasi Al,Hornbaker Dj,1,85,1997,1997,Barabasi AlHornbaker Dj,29.22,-94.74,-46.56,-295.57,41.7002,-86.2379,,
Hornbaker Dj,Schiffer P,1,85,1997,1997,Hornbaker DjSchiffer P,-46.56,-295.57,-87.23,-278.51,,,,
Barabasi Al,Kaxiras E,1,1,1996,1996,Barabasi AlKaxiras E,29.22,-94.74,50.86,-38.57,41.7002,-86.2379,42.3647,-71.1042
Amaral Lan,Barabasi Al,6,205,1994,2004,Amaral LanBarabasi Al,-196.84,-69.07,29.22,-94.74,42.3471,-71.1027,41.7002,-86.2379
Amaral Lan,Buldyrev Sv,3,59,1994,1996,Amaral LanBuldyrev Sv,-196.84,-69.07,-114.68,-92.55,42.3471,-71.1027,42.3471,-71.1027
Amaral Lan,Harrington St,2,30,1995,1996,Amaral LanHarrington St,-196.84,-69.07,-136.94,-74.62,42.3471,-71.1027,,
Amaral Lan,Havlin S,3,59,1994,1996,Amaral LanHavlin S,-196.84,-69.07,-104.21,-67.35,42.3471,-71.1027,42.3471,-71.1027
Amaral Lan,Kertesz J,1,3,1996,1996,Amaral LanKertesz J,-196.84,-69.07,-96.22,-130.32,42.3471,-71.1027,,
Amaral Lan,Sadrlahijany R,2,30,1995,1996,Amaral LanSadrlahijany R,-196.84,-69.07,-140.68,-89.2,42.3471,-71.1027,,
Amaral Lan,Stanley He,5,193,1994,1996,Amaral LanStanley He,-196.84,-69.07,-142.01,-10.88,42.3471,-71.1027,42.3471,-71.1027
Barabasi Al,Buldyrev Sv,6,326,1992,1996,Barabasi AlBuldyrev Sv,29.22,-94.74,-114.68,-92.55,41.7002,-86.2379,42.3471,-71.1027
Barabasi Al,Harrington St,2,30,1995,1996,Barabasi AlHarrington St,29.22,-94.74,-136.94,-74.62,41.7002,-86.2379,,
Barabasi Al,Sadrlahijany R,2,30,1995,1996,Barabasi AlSadrlahijany R,29.22,-94.74,-140.68,-89.2,41.7002,-86.2379,,
Barabasi Al,Stanley He,16,749,1992,1996,Barabasi AlStanley He,29.22,-94.74,-142.01,-10.88,41.7002,-86.2379,42.3471,-71.1027
Buldyrev Sv,Harrington St,2,30,1995,1996,Buldyrev SvHarrington St,-114.68,-92.55,-136.94,-74.62,42.3471,-71.1027,,
Buldyrev Sv,Havlin S,5,299,1992,1996,Buldyrev SvHavlin S,-114.68,-92.55,-104.21,-67.35,42.3471,-71.1027,42.3471,-71.1027
Buldyrev Sv,Kertesz J,2,30,1992,1996,Buldyrev SvKertesz J,-114.68,-92.55,-96.22,-130.32,42.3471,-71.1027,,
Buldyrev Sv,Sadrlahijany R,2,30,1995,1996,Buldyrev SvSadrlahijany R,-114.68,-92.55,-140.68,-89.2,42.3471,-71.1027,,
Buldyrev Sv,Stanley He,6,326,1992,1996,Buldyrev SvStanley He,-114.68,-92.55,-142.01,-10.88,42.3471,-71.1027,42.3471,-71.1027
Harrington St,Havlin S,2,30,1995,1996,Harrington StHavlin S,-136.94,-74.62,-104.21,-67.35,,,42.3471,-71.1027
Harrington St,Kertesz J,1,3,1996,1996,Harrington StKertesz J,-136.94,-74.62,-96.22,-130.32,,,,
Harrington St,Sadrlahijany R,2,30,1995,1996,Harrington StSadrlahijany R,-136.94,-74.62,-140.68,-89.2,,,,
Harrington St,Stanley He,2,30,1995,1996,Harrington StStanley He,-136.94,-74.62,-142.01,-10.88,,,42.3471,-71.1027
Havlin S,Kertesz J,2,30,1992,1996,Havlin SKertesz J,-104.21,-67.35,-96.22,-130.32,42.3471,-71.1027,,
Havlin S,Sadrlahijany R,2,30,1995,1996,Havlin SSadrlahijany R,-104.21,-67.35,-140.68,-89.2,42.3471,-71.1027,,
Havlin S,Stanley He,10,468,1992,1996,Havlin SStanley He,-104.21,-67.35,-142.01,-10.88,42.3471,-71.1027,42.3471,-71.1027
Kertesz J,Sadrlahijany R,1,3,1996,1996,Kertesz JSadrlahijany R,-96.22,-130.32,-140.68,-89.2,,,,
Kertesz J,Stanley He,2,30,1992,1996,Kertesz JStanley He,-96.22,-130.32,-142.01,-10.88,,,42.3471,-71.1027
Sadrlahijany R,Stanley He,2,30,1995,1996,Sadrlahijany RStanley He,-140.68,-89.2,-142.01,-10.88,,,42.3471,-71.1027
Barabasi Al,Jensen P,5,169,1994,1996,Barabasi AlJensen P,29.22,-94.74,-91.95,-31.08,41.7002,-86.2379,41.7002,-86.2379
Barabasi Al,Larralde H,5,169,1994,1996,Barabasi AlLarralde H,29.22,-94.74,-89.89,-20.94,41.7002,-86.2379,,
Havlin S,Jensen P,5,169,1994,1996,Havlin SJensen P,-104.21,-67.35,-91.95,-31.08,42.3471,-71.1027,41.7002,-86.2379
Havlin S,Larralde H,5,169,1994,1996,Havlin SLarralde H,-104.21,-67.35,-89.89,-20.94,42.3471,-71.1027,,
Jensen P,Larralde H,5,169,1994,1996,Jensen PLarralde H,-91.95,-31.08,-89.89,-20.94,41.7002,-86.2379,,
Jensen P,Stanley He,5,169,1994,1996,Jensen PStanley He,-91.95,-31.08,-142.01,-10.88,41.7002,-86.2379,42.3471,-71.1027
Larralde H,Stanley He,5,169,1994,1996,Larralde HStanley He,-89.89,-20.94,-142.01,-10.88,,,42.3471,-71.1027
Barabasi Al,Martinez Do,1,2,1996,1996,Barabasi AlMartinez Do,29.22,-94.74,-74.52,87.42,41.7002,-86.2379,41.7002,-86.2379
Barabasi Al,Molinasmata P,1,2,1996,1996,Barabasi AlMolinasmata P,29.22,-94.74,-83.24,84.41,41.7002,-86.2379,41.2999,-73.7924
Barabasi Al,Munoz Ma,2,13,1996,1996,Barabasi AlMunoz Ma,29.22,-94.74,-180.57,133.19,41.7002,-86.2379,35.8639,-106.2953
Martinez Do,Molinasmata P,1,2,1996,1996,Martinez DoMolinasmata P,-74.52,87.42,-83.24,84.41,41.7002,-86.2379,41.2999,-73.7924
Martinez Do,Munoz Ma,1,2,1996,1996,Martinez DoMunoz Ma,-74.52,87.42,-180.57,133.19,41.7002,-86.2379,35.8639,-106.2953
Molinasmata P,Munoz Ma,1,2,1996,1996,Molinasmata PMunoz Ma,-83.24,84.41,-180.57,133.19,41.2999,-73.7924,35.8639,-106.2953
Barabasi Al,Makse Ha,2,53,1995,1996,Barabasi AlMakse Ha,29.22,-94.74,-125.68,-43.07,41.7002,-86.2379,42.3471,-71.1027
Makse Ha,Stanley He,2,53,1995,1996,Makse HaStanley He,-125.68,-43.07,-142.01,-10.88,42.3471,-71.1027,42.3471,-71.1027
Buldyrev Sv,Suki B,1,27,1996,1996,Buldyrev SvSuki B,-114.68,-92.55,-53.62,25.82,42.3471,-71.1027,42.3471,-71.1027
Stanley He,Suki B,2,133,1994,1996,Stanley HeSuki B,-142.01,-10.88,-53.62,25.82,42.3471,-71.1027,42.3471,-71.1027
Barabasi Al,Grinstein G,1,11,1996,1996,Barabasi AlGrinstein G,29.22,-94.74,-82.45,64.19,41.7002,-86.2379,,
Grinstein G,Munoz Ma,1,11,1996,1996,Grinstein GMunoz Ma,-82.45,64.19,-180.57,133.19,,,35.8639,-106.2953
Amaral Lan,Makse Ha,1,52,1995,1995,Amaral LanMakse Ha,-196.84,-69.07,-125.68,-43.07,42.3471,-71.1027,42.3471,-71.1027
Barabasi Al,Lutchen Kr,1,46,1994,1994,Barabasi AlLutchen Kr,29.22,-94.74,-17.57,8.73,41.7002,-86.2379,,
Lutchen Kr,Suki B,1,46,1994,1994,Lutchen KrSuki B,-17.57,8.73,-53.62,25.82,,,42.3471,-71.1027
Barabasi Al,Hantos Z,1,106,1994,1994,Barabasi AlHantos Z,29.22,-94.74,-71.56,25.01,41.7002,-86.2379,,
Barabasi Al,Petak F,1,106,1994,1994,Barabasi AlPetak F,29.22,-94.74,-68.64,13.77,41.7002,-86.2379,,
Hantos Z,Petak F,1,106,1994,1994,Hantos ZPetak F,-71.56,25.01,-68.64,13.77,,,,
Hantos Z,Stanley He,1,106,1994,1994,Hantos ZStanley He,-71.56,25.01,-142.01,-10.88,,,42.3471,-71.1027
Hantos Z,Suki B,1,106,1994,1994,Hantos ZSuki B,-71.56,25.01,-53.62,25.82,,,42.3471,-71.1027
Petak F,Stanley He,1,106,1994,1994,Petak FStanley He,-68.64,13.77,-142.01,-10.88,,,42.3471,-71.1027
Petak F,Suki B,1,106,1994,1994,Petak FSuki B,-68.64,13.77,-53.62,25.82,,,42.3471,-71.1027
Barabasi Al,Xenias Hs,1,27,1992,1992,Barabasi AlXenias Hs,29.22,-94.74,-94.42,-82.33,41.7002,-86.2379,,
Buldyrev Sv,Xenias Hs,1,27,1992,1992,Buldyrev SvXenias Hs,-114.68,-92.55,-94.42,-82.33,42.3471,-71.1027,,
Havlin S,Xenias Hs,1,27,1992,1992,Havlin SXenias Hs,-104.21,-67.35,-94.42,-82.33,42.3471,-71.1027,,
Kertesz J,Xenias Hs,1,27,1992,1992,Kertesz JXenias Hs,-96.22,-130.32,-94.42,-82.33,,,,
Stanley He,Xenias Hs,1,27,1992,1992,Stanley HeXenias Hs,-142.01,-10.88,-94.42,-82.33,42.3471,-71.1027,,
Barabasi Al,Caserta F,1,213,1992,1992,Barabasi AlCaserta F,29.22,-94.74,-79.75,-102.39,41.7002,-86.2379,,
Buldyrev Sv,Caserta F,1,213,1992,1992,Buldyrev SvCaserta F,-114.68,-92.55,-79.75,-102.39,42.3471,-71.1027,,
Buldyrev Sv,Vicsek T,1,213,1992,1992,Buldyrev SvVicsek T,-114.68,-92.55,-4.72,-215.17,42.3471,-71.1027,41.7002,-86.2379
Caserta F,Havlin S,1,213,1992,1992,Caserta FHavlin S,-79.75,-102.39,-104.21,-67.35,,,42.3471,-71.1027
Caserta F,Stanley He,1,213,1992,1992,Caserta FStanley He,-79.75,-102.39,-142.01,-10.88,,,42.3471,-71.1027
Caserta F,Vicsek T,1,213,1992,1992,Caserta FVicsek T,-79.75,-102.39,-4.72,-215.17,,,41.7002,-86.2379
Havlin S,Vicsek T,1,213,1992,1992,Havlin SVicsek T,-104.21,-67.35,-4.72,-215.17,42.3471,-71.1027,41.7002,-86.2379
Stanley He,Vicsek T,1,213,1992,1992,Stanley HeVicsek T,-142.01,-10.88,-4.72,-215.17,42.3471,-71.1027,41.7002,-86.2379
Araujo M,Barabasi Al,1,13,1992,1992,Araujo MBarabasi Al,-66.2,-18.91,29.22,-94.74,,,41.7002,-86.2379
Araujo M,Stanley He,1,13,1992,1992,Araujo MStanley He,-66.2,-18.91,-142.01,-10.88,,,42.3471,-71.1027
Barabasi Al,Bourbonnais R,1,42,1992,1992,Barabasi AlBourbonnais R,29.22,-94.74,-61.44,-176.05,41.7002,-86.2379,,
Barabasi Al,Jensen M,1,42,1992,1992,Barabasi AlJensen M,29.22,-94.74,-69.98,-186.23,41.7002,-86.2379,,
Barabasi Al,Zhang Yc,1,42,1992,1992,Barabasi AlZhang Yc,29.22,-94.74,-57.19,-188.63,41.7002,-86.2379,,
Bourbonnais R,Jensen M,1,42,1992,1992,Bourbonnais RJensen M,-61.44,-176.05,-69.98,-186.23,,,,
Bourbonnais R,Kertesz J,1,42,1992,1992,Bourbonnais RKertesz J,-61.44,-176.05,-96.22,-130.32,,,,
Bourbonnais R,Vicsek T,1,42,1992,1992,Bourbonnais RVicsek T,-61.44,-176.05,-4.72,-215.17,,,41.7002,-86.2379
Bourbonnais R,Zhang Yc,1,42,1992,1992,Bourbonnais RZhang Yc,-61.44,-176.05,-57.19,-188.63,,,,
Jensen M,Kertesz J,1,42,1992,1992,Jensen MKertesz J,-69.98,-186.23,-96.22,-130.32,,,,
Jensen M,Vicsek T,1,42,1992,1992,Jensen MVicsek T,-69.98,-186.23,-4.72,-215.17,,,41.7002,-86.2379
Jensen M,Zhang Yc,1,42,1992,1992,Jensen MZhang Yc,-69.98,-186.23,-57.19,-188.63,,,,
Kertesz J,Vicsek T,1,42,1992,1992,Kertesz JVicsek T,-96.22,-130.32,-4.72,-215.17,,,41.7002,-86.2379
Kertesz J,Zhang Yc,1,42,1992,1992,Kertesz JZhang Yc,-96.22,-130.32,-57.19,-188.63,,,,
Vicsek T,Zhang Yc,1,42,1992,1992,Vicsek TZhang Yc,-4.72,-215.17,-57.19,-188.63,41.7002,-86.2379,,
Barabasi Al,Szepfalusy P,1,49,1991,1991,Barabasi AlSzepfalusy P,29.22,-94.74,5.96,-178.51,41.7002,-86.2379,,
Szepfalusy P,Vicsek T,1,49,1991,1991,Szepfalusy PVicsek T,5.96,-178.51,-4.72,-215.17,,,41.7002,-86.2379
Garfield E,Hargens Ll,1,0,2003,2003,Garfield EHargens Ll,26.42,533.27,-12.51,489.72,40.0018,-75.1179,47.6564,-122.3048
Garfield E,Lievrouw La,1,0,2003,2003,Garfield ELievrouw La,26.42,533.27,0.43,487.13,40.0018,-75.1179,33.7866,-118.2987
Garfield E,Marion Ls,1,0,2003,2003,Garfield EMarion Ls,26.42,533.27,-14.19,477.43,40.0018,-75.1179,39.9597,-75.2024
Garfield E,White Hd,1,0,2003,2003,Garfield EWhite Hd,26.42,533.27,-2.58,471.25,40.0018,-75.1179,,
Garfield E,Wilson Cs,1,0,2003,2003,Garfield EWilson Cs,26.42,533.27,8.83,476.84,40.0018,-75.1179,,
Hargens Ll,Lievrouw La,1,0,2003,2003,Hargens LlLievrouw La,-12.51,489.72,0.43,487.13,47.6564,-122.3048,33.7866,-118.2987
Hargens Ll,Marion Ls,1,0,2003,2003,Hargens LlMarion Ls,-12.51,489.72,-14.19,477.43,47.6564,-122.3048,39.9597,-75.2024
Hargens Ll,White Hd,1,0,2003,2003,Hargens LlWhite Hd,-12.51,489.72,-2.58,471.25,47.6564,-122.3048,,
Hargens Ll,Wilson Cs,1,0,2003,2003,Hargens LlWilson Cs,-12.51,489.72,8.83,476.84,47.6564,-122.3048,,
Lievrouw La,Marion Ls,1,0,2003,2003,Lievrouw LaMarion Ls,0.43,487.13,-14.19,477.43,33.7866,-118.2987,39.9597,-75.2024
Lievrouw La,White Hd,1,0,2003,2003,Lievrouw LaWhite Hd,0.43,487.13,-2.58,471.25,33.7866,-118.2987,,
Lievrouw La,Wilson Cs,1,0,2003,2003,Lievrouw LaWilson Cs,0.43,487.13,8.83,476.84,33.7866,-118.2987,,
Marion Ls,White Hd,1,0,2003,2003,Marion LsWhite Hd,-14.19,477.43,-2.58,471.25,39.9597,-75.2024,,
Marion Ls,Wilson Cs,1,0,2003,2003,Marion LsWilson Cs,-14.19,477.43,8.83,476.84,39.9597,-75.2024,,
White Hd,Wilson Cs,1,0,2003,2003,White HdWilson Cs,-2.58,471.25,8.83,476.84,,,,
Garfield E,Moed Hf,1,5,2004,2004,Garfield EMoed Hf,26.42,533.27,34.32,560.54,40.0018,-75.1179,,
Garfield E,Istomin Vs,3,15,2002,2003,Garfield EIstomin Vs,26.42,533.27,24.14,579.56,40.0018,-75.1179,46.7313,-117.1796
Garfield E,Pudovkin Ai,5,32,2002,2003,Garfield EPudovkin Ai,26.42,533.27,16.27,577.56,40.0018,-75.1179,,
Istomin Vs,Pudovkin Ai,3,15,2002,2003,Istomin VsPudovkin Ai,24.14,579.56,16.27,577.56,46.7313,-117.1796,,
Fagan J,Garfield E,1,0,2002,2002,Fagan JGarfield E,96.42,532.99,26.42,533.27,37.72,-89.2158,40.0018,-75.1179
Fagan J,Harmon G,1,0,2002,2002,Fagan JHarmon G,96.42,532.99,101.9,521.9,37.72,-89.2158,30.2852,-97.7354
Fagan J,Marchionini G,1,0,2002,2002,Fagan JMarchionini G,96.42,532.99,88.18,524.1,37.72,-89.2158,35.6306,-79.0839
Fagan J,Paris G,1,0,2002,2002,Fagan JParis G,96.42,532.99,93.22,513.09,37.72,-89.2158,40.7149,-74.3642
Garfield E,Harmon G,1,0,2002,2002,Garfield EHarmon G,26.42,533.27,101.9,521.9,40.0018,-75.1179,30.2852,-97.7354
Garfield E,Marchionini G,1,0,2002,2002,Garfield EMarchionini G,26.42,533.27,88.18,524.1,40.0018,-75.1179,35.6306,-79.0839
Garfield E,Paris G,1,0,2002,2002,Garfield EParis G,26.42,533.27,93.22,513.09,40.0018,-75.1179,40.7149,-74.3642
Harmon G,Marchionini G,1,0,2002,2002,Harmon GMarchionini G,101.9,521.9,88.18,524.1,30.2852,-97.7354,35.6306,-79.0839
Harmon G,Paris G,1,0,2002,2002,Harmon GParis G,101.9,521.9,93.22,513.09,30.2852,-97.7354,40.7149,-74.3642
Marchionini G,Paris G,1,0,2002,2002,Marchionini GParis G,88.18,524.1,93.22,513.09,35.6306,-79.0839,40.7149,-74.3642
Abt Ha,Garfield E,1,3,2002,2002,Abt HaGarfield E,51.8,519.13,26.42,533.27,32.2027,-110.9453,40.0018,-75.1179
Garfield E,Welljamsdorof A,4,79,1990,1992,Garfield EWelljamsdorof A,26.42,533.27,29.61,506.15,40.0018,-75.1179,,
Garfield E,Small H,3,94,1975,1991,Garfield ESmall H,26.42,533.27,52.43,494.6,40.0018,-75.1179,,
Fisher J,Garfield E,1,1,1985,1985,Fisher JGarfield E,53.65,542.07,26.42,533.27,32.7466,-117.1636,40.0018,-75.1179
Garfield E,Vladutz G,1,2,1979,1979,Garfield EVladutz G,26.42,533.27,46.08,553.69,40.0018,-75.1179,,
Garfield E,Sim M,1,3,1977,1977,Garfield ESim M,26.42,533.27,55.59,530.26,40.0018,-75.1179,,
Direnzo T,Garfield E,1,3,1977,1977,Direnzo TGarfield E,67.9,554.53,26.42,533.27,,,40.0018,-75.1179
